Source IP,Destination IP,Protocol,Port,Size,Time
10.10.10.10,172.217.218.76,UDP,67,1871,2025-05-01 08:40:48
10.10.10.11,172.217.80.73,UDP,8228,4402,2025-05-01 11:11:59
192.168.1.140,8.8.6.27,TCP,23,1992,2025-05-01 05:48:16
192.168.1.21,172.217.225.24,TCP,21232,3456,2025-05-06 17:10:21
10.10.10.11,172.217.169.113,UDP,68,6744,2025-05-05 19:51:31
192.168.1.159,8.8.5.68,UDP,68,1368,2025-05-04 04:18:00
10.10.10.11,172.217.225.129,TCP,21,1865,2025-05-01 21:59:45
192.168.1.196,1.1.1.148,TCP,80,4872,2025-05-03 17:23:11
10.10.10.10,172.217.80.73,TCP,61619,4964,2025-05-03 12:30:16
10.10.10.10,172.217.235.93,UDP,500,4799,2025-05-02 10:39:35
10.10.10.11,172.217.40.78,TCP,3389,3289,2025-05-01 00:14:49
192.168.1.237,172.217.52.75,ICMP,0,61,2025-05-05 07:37:04
192.168.1.198,8.8.5.58,TCP,445,1857,2025-05-02 16:13:38
192.168.1.87,172.217.17.139,TCP,53240,1076,2025-05-04 22:54:59
10.10.10.11,1.1.1.98,TCP,21,6297,2025-05-06 22:29:56
192.168.1.140,8.8.5.152,TCP,21,4964,2025-05-05 11:13:19
10.10.10.10,8.8.4.97,TCP,8426,6304,2025-05-04 00:19:05
10.10.10.11,172.217.254.213,UDP,514,3805,2025-05-01 07:17:17
10.10.10.10,1.1.1.221,UDP,1194,4632,2025-05-07 22:52:23
192.168.1.18,8.8.6.90,UDP,1194,1367,2025-05-06 14:15:26
192.168.1.179,8.8.7.130,ICMP,0,441,2025-05-03 03:34:12
10.10.10.10,172.217.124.151,UDP,514,6494,2025-05-05 05:10:47
10.10.10.10,1.1.1.162,TCP,23959,7411,2025-05-05 14:49:38
192.168.1.229,1.1.1.172,ICMP,0,264,2025-05-07 03:15:08
10.10.10.10,172.217.17.102,UDP,500,8552,2025-05-07 00:36:20
192.168.1.152,8.8.7.10,TCP,39246,2681,2025-05-02 19:12:50
192.168.1.72,8.8.8.110,TCP,21,4638,2025-05-03 00:58:44
192.168.1.59,8.8.4.142,UDP,53,1057,2025-05-06 07:25:52
192.168.1.87,8.8.5.205,TCP,20,4809,2025-05-01 17:00:55
10.10.10.11,8.8.4.229,UDP,53,3601,2025-05-03 06:10:30
10.10.10.10,1.1.1.187,TCP,22,4903,2025-05-02 09:53:15
10.10.10.11,8.8.4.2,UDP,32611,8305,2025-05-04 08:42:34
192.168.1.180,8.8.7.157,TCP,110,2617,2025-05-05 02:39:28
192.168.1.187,8.8.7.206,TCP,25,3222,2025-05-01 12:47:53
10.10.10.11,8.8.5.250,UDP,500,6007,2025-05-03 02:38:18
10.10.10.10,8.8.6.41,TCP,20,6180,2025-05-01 11:36:08
192.168.1.36,8.8.7.54,UDP,123,358,2025-05-01 12:23:42
192.168.1.118,1.1.1.36,UDP,514,1607,2025-05-07 13:03:24
192.168.1.7,1.1.1.138,UDP,123,755,2025-05-07 15:24:56
10.10.10.10,172.217.39.161,TCP,20,4722,2025-05-06 20:57:36
10.10.10.11,8.8.5.37,UDP,123,4318,2025-05-05 08:07:24
10.10.10.10,1.1.1.13,UDP,28463,7629,2025-05-07 00:13:34
192.168.1.223,1.1.1.252,TCP,445,1468,2025-05-01 22:22:32
192.168.1.92,172.217.237.213,TCP,80,313,2025-05-03 07:23:42
192.168.1.217,1.1.1.168,ICMP,0,465,2025-05-01 22:58:10
192.168.1.189,8.8.6.253,TCP,22,2441,2025-05-02 09:20:20
192.168.1.167,172.217.72.245,UDP,67,946,2025-05-06 23:19:07
10.10.10.11,172.217.200.185,TCP,80,1884,2025-05-06 23:16:31
10.10.10.11,1.1.1.64,UDP,35496,3077,2025-05-05 08:15:01
192.168.1.21,8.8.8.67,TCP,445,4375,2025-05-03 17:31:01
192.168.1.63,172.217.255.155,TCP,443,3123,2025-05-03 17:01:21
192.168.1.23,172.217.171.116,TCP,20,3510,2025-05-01 16:06:34
192.168.1.187,172.217.148.70,TCP,25,2996,2025-05-03 06:31:24
192.168.1.221,1.1.1.201,UDP,42593,1301,2025-05-07 16:27:17
192.168.1.56,1.1.1.141,TCP,80,788,2025-05-07 09:44:45
10.10.10.11,1.1.1.205,UDP,67,2466,2025-05-07 05:55:58
10.10.10.10,8.8.8.81,TCP,445,7237,2025-05-06 14:05:06
192.168.1.184,8.8.6.254,TCP,443,989,2025-05-01 22:17:14
192.168.1.75,172.217.152.85,UDP,53,1172,2025-05-04 07:08:42
10.10.10.11,172.217.252.62,UDP,514,7694,2025-05-04 07:37:27
192.168.1.24,1.1.1.104,TCP,53,1242,2025-05-07 14:14:19
10.10.10.10,172.217.80.241,TCP,52544,8342,2025-05-04 20:21:08
10.10.10.11,172.217.20.131,UDP,514,8410,2025-05-01 02:24:17
10.10.10.11,8.8.8.203,UDP,1194,5022,2025-05-06 05:04:17
192.168.1.41,1.1.1.18,ICMP,0,338,2025-05-04 01:04:36
10.10.10.10,172.217.200.139,UDP,123,7972,2025-05-04 13:28:26
192.168.1.2,172.217.89.89,ICMP,0,239,2025-05-06 05:52:40
10.10.10.11,1.1.1.119,TCP,21,5216,2025-05-07 21:47:25
192.168.1.88,8.8.6.232,TCP,6950,3526,2025-05-04 19:08:44
10.10.10.10,172.217.152.51,UDP,21226,6602,2025-05-01 18:53:54
192.168.1.9,172.217.238.235,UDP,68,1836,2025-05-05 19:46:54
192.168.1.118,172.217.200.255,TCP,143,4219,2025-05-06 19:16:05
10.10.10.10,172.217.80.241,UDP,500,8623,2025-05-04 14:20:10
10.10.10.10,1.1.1.114,UDP,28150,2367,2025-05-03 05:16:00
10.10.10.10,8.8.6.118,UDP,123,7399,2025-05-07 18:17:37
192.168.1.189,8.8.4.136,ICMP,0,79,2025-05-05 00:34:15
192.168.1.170,8.8.5.7,ICMP,0,135,2025-05-03 21:47:42
192.168.1.148,8.8.8.126,TCP,143,3379,2025-05-06 03:01:15
10.10.10.10,8.8.4.225,UDP,67,1524,2025-05-04 08:48:30
10.10.10.10,1.1.1.34,UDP,500,8597,2025-05-07 11:02:26
192.168.1.68,172.217.55.188,ICMP,0,510,2025-05-02 20:53:58
10.10.10.10,172.217.122.15,TCP,53,4845,2025-05-01 08:29:33
10.10.10.11,172.217.25.153,TCP,25,4476,2025-05-04 09:07:25
192.168.1.89,8.8.7.97,TCP,9217,3091,2025-05-03 12:36:49
10.10.10.11,1.1.1.193,UDP,45875,6689,2025-05-01 16:15:13
192.168.1.159,1.1.1.24,UDP,68,677,2025-05-03 14:41:07
10.10.10.11,8.8.8.174,UDP,1194,6077,2025-05-03 19:22:43
10.10.10.11,172.217.220.161,UDP,67,4385,2025-05-07 22:00:41
192.168.1.2,172.217.183.234,UDP,67,701,2025-05-07 03:36:53
10.10.10.11,8.8.6.35,TCP,443,3382,2025-05-04 01:28:03
192.168.1.152,172.217.239.141,UDP,123,1640,2025-05-01 13:46:57
10.10.10.10,8.8.5.78,UDP,500,3068,2025-05-05 04:30:48
10.10.10.11,1.1.1.222,UDP,123,1703,2025-05-04 23:08:18
10.10.10.11,172.217.116.124,TCP,21,4737,2025-05-04 22:37:25
10.10.10.11,1.1.1.55,TCP,27338,8019,2025-05-01 01:00:14
192.168.1.51,1.1.1.169,TCP,53,3244,2025-05-04 03:53:36
10.10.10.10,172.217.77.114,TCP,21,7679,2025-05-04 13:03:42
192.168.1.7,1.1.1.162,TCP,80,368,2025-05-07 08:58:06
10.10.10.11,8.8.8.76,TCP,53,7474,2025-05-05 22:10:43
10.10.10.11,8.8.4.97,UDP,161,2742,2025-05-03 21:15:38
10.10.10.11,172.217.2.99,TCP,23,4926,2025-05-07 19:09:08
192.168.1.36,1.1.1.222,TCP,19349,3892,2025-05-03 04:23:47
192.168.1.63,1.1.1.201,TCP,25,3915,2025-05-04 10:29:43
192.168.1.2,8.8.8.67,UDP,1194,1578,2025-05-01 15:26:35
10.10.10.11,172.217.94.154,TCP,20,2283,2025-05-05 10:18:31
10.10.10.10,1.1.1.47,UDP,123,6261,2025-05-04 11:34:38
192.168.1.57,8.8.5.72,UDP,40803,269,2025-05-03 03:37:26
10.10.10.10,8.8.8.174,TCP,22,6072,2025-05-07 09:55:56
10.10.10.11,172.217.62.138,TCP,53,7750,2025-05-03 10:29:05
10.10.10.11,8.8.7.243,UDP,500,8701,2025-05-02 23:01:48
192.168.1.40,8.8.4.229,TCP,45895,4006,2025-05-06 19:22:56
10.10.10.10,8.8.8.117,UDP,514,3848,2025-05-01 14:18:09
192.168.1.164,172.217.0.142,TCP,443,1816,2025-05-06 10:56:53
192.168.1.140,1.1.1.64,TCP,8080,963,2025-05-06 13:31:58
192.168.1.2,172.217.158.144,TCP,57593,4056,2025-05-06 12:22:37
10.10.10.10,172.217.103.94,TCP,21,8658,2025-05-01 19:59:42
192.168.1.250,172.217.178.84,TCP,20582,2912,2025-05-02 01:32:42
192.168.1.130,1.1.1.17,TCP,143,980,2025-05-02 15:29:35
192.168.1.93,8.8.4.187,TCP,23,1534,2025-05-05 17:09:34
192.168.1.25,172.217.167.107,TCP,445,3455,2025-05-03 11:19:48
10.10.10.11,172.217.17.139,TCP,8987,7203,2025-05-07 13:52:08
10.10.10.10,172.217.218.76,TCP,3389,8513,2025-05-01 18:26:15
10.10.10.10,172.217.149.141,TCP,53,8760,2025-05-01 13:41:59
10.10.10.10,172.217.235.93,UDP,500,5441,2025-05-07 00:02:36
192.168.1.213,8.8.7.179,TCP,8080,2743,2025-05-06 15:11:46
192.168.1.7,172.217.255.1,TCP,445,4421,2025-05-07 23:29:40
192.168.1.75,172.217.149.108,UDP,5082,1317,2025-05-04 00:57:31
192.168.1.196,1.1.1.103,TCP,20,4947,2025-05-07 07:29:01
10.10.10.10,1.1.1.9,TCP,143,6585,2025-05-07 18:59:33
10.10.10.10,172.217.40.99,TCP,64227,2060,2025-05-06 18:03:04
10.10.10.11,8.8.8.36,TCP,22,7576,2025-05-04 15:43:45
192.168.1.8,1.1.1.252,TCP,14227,1268,2025-05-05 03:15:11
10.10.10.11,8.8.8.138,UDP,67,2685,2025-05-05 05:50:32
10.10.10.10,172.217.68.0,TCP,21,6314,2025-05-04 01:20:51
192.168.1.21,8.8.5.37,TCP,25,1062,2025-05-04 00:45:12
192.168.1.27,8.8.4.115,TCP,8080,1150,2025-05-01 15:17:54
192.168.1.97,1.1.1.207,TCP,21,3271,2025-05-03 17:24:05
10.10.10.10,172.217.10.45,TCP,21,8447,2025-05-07 06:05:31
10.10.10.10,172.217.73.7,UDP,123,3706,2025-05-04 00:32:07
10.10.10.11,1.1.1.172,TCP,53,2589,2025-05-04 17:48:36
192.168.1.219,8.8.4.230,ICMP,0,205,2025-05-05 13:17:48
10.10.10.11,8.8.4.187,UDP,53,5572,2025-05-03 12:38:53
192.168.1.155,8.8.4.176,TCP,110,502,2025-05-04 13:28:16
192.168.1.189,172.217.60.55,UDP,67,379,2025-05-05 09:56:45
192.168.1.118,1.1.1.24,UDP,514,1949,2025-05-04 06:13:51
192.168.1.152,8.8.5.7,TCP,53,384,2025-05-03 17:15:03
10.10.10.11,172.217.17.139,TCP,8080,8771,2025-05-02 11:01:23
10.10.10.10,172.217.108.75,UDP,514,3503,2025-05-04 19:21:55
192.168.1.7,8.8.4.7,TCP,21,3505,2025-05-07 23:11:25
192.168.1.198,172.217.129.130,TCP,8080,2564,2025-05-03 12:25:23
10.10.10.11,172.217.66.194,UDP,500,5472,2025-05-05 23:16:36
10.10.10.10,172.217.144.179,TCP,8080,8503,2025-05-06 12:06:46
192.168.1.196,172.217.252.188,TCP,46597,3687,2025-05-03 04:22:11
10.10.10.11,1.1.1.167,UDP,53,4665,2025-05-07 08:33:37
192.168.1.18,1.1.1.43,ICMP,0,395,2025-05-02 22:07:51
10.10.10.10,8.8.7.21,TCP,8080,1658,2025-05-03 14:55:31
10.10.10.11,172.217.169.113,TCP,23,8229,2025-05-02 14:28:04
10.10.10.10,8.8.6.28,TCP,143,2755,2025-05-03 20:05:28
192.168.1.155,172.217.149.108,TCP,80,3874,2025-05-05 13:57:13
10.10.10.11,8.8.5.75,UDP,53,6381,2025-05-03 02:56:02
10.10.10.10,172.217.48.158,TCP,80,7920,2025-05-04 22:14:57
10.10.10.11,8.8.6.236,UDP,67,5799,2025-05-06 19:21:21
10.10.10.11,1.1.1.61,TCP,143,4868,2025-05-03 06:57:49
10.10.10.11,1.1.1.226,TCP,44762,8887,2025-05-01 20:33:48
10.10.10.11,1.1.1.106,TCP,3389,5693,2025-05-06 09:38:19
192.168.1.40,8.8.5.252,TCP,50861,2575,2025-05-03 11:09:47
192.168.1.12,8.8.5.110,UDP,1194,243,2025-05-06 20:52:37
10.10.10.11,8.8.4.2,TCP,4289,6134,2025-05-03 12:09:38
192.168.1.189,8.8.6.133,UDP,123,563,2025-05-01 06:03:03
192.168.1.59,172.217.149.108,TCP,143,2876,2025-05-06 12:01:19
10.10.10.10,8.8.6.253,UDP,68,3283,2025-05-04 14:16:22
10.10.10.11,1.1.1.221,UDP,41908,5964,2025-05-02 11:09:05
10.10.10.11,8.8.6.100,UDP,62343,5819,2025-05-07 12:41:36
192.168.1.27,172.217.80.73,TCP,53151,2440,2025-05-04 11:49:29
192.168.1.57,172.217.72.245,TCP,53,1983,2025-05-06 01:48:13
192.168.1.89,172.217.178.84,TCP,20,4854,2025-05-06 20:45:43
10.10.10.10,172.217.75.246,TCP,46141,2040,2025-05-06 18:23:10
192.168.1.40,172.217.73.7,UDP,67,1543,2025-05-01 13:10:35
192.168.1.76,1.1.1.222,TCP,3389,4433,2025-05-05 22:12:38
10.10.10.11,1.1.1.72,TCP,61514,8748,2025-05-01 01:29:47
192.168.1.138,8.8.6.153,TCP,20,1667,2025-05-05 15:26:59
192.168.1.50,1.1.1.43,TCP,445,4550,2025-05-03 17:43:53
192.168.1.184,8.8.7.11,TCP,49019,3778,2025-05-06 21:54:26
10.10.10.10,172.217.144.179,UDP,123,5651,2025-05-05 15:01:17
192.168.1.50,8.8.7.21,TCP,20,1219,2025-05-05 16:05:19
10.10.10.10,1.1.1.111,TCP,23156,8431,2025-05-07 05:11:26
10.10.10.11,8.8.8.20,UDP,514,6845,2025-05-07 02:47:14
192.168.1.108,1.1.1.220,UDP,161,1614,2025-05-03 03:58:02
192.168.1.167,8.8.5.2,TCP,110,1677,2025-05-04 10:09:04
192.168.1.208,172.217.237.49,UDP,123,572,2025-05-05 13:31:13
10.10.10.10,1.1.1.17,UDP,500,6682,2025-05-05 01:17:06
192.168.1.108,8.8.5.79,UDP,123,1282,2025-05-07 12:28:12
192.168.1.179,8.8.6.31,TCP,21,4903,2025-05-06 21:44:28
192.168.1.138,8.8.6.232,TCP,3389,4069,2025-05-02 05:17:08
192.168.1.29,8.8.5.156,UDP,68,1926,2025-05-06 09:35:15
10.10.10.10,8.8.5.214,UDP,1194,6790,2025-05-05 11:35:23
192.168.1.93,172.217.124.151,TCP,21,3483,2025-05-02 03:46:58
192.168.1.195,1.1.1.187,TCP,20,2577,2025-05-05 15:53:30
10.10.10.11,172.217.225.24,TCP,58060,2563,2025-05-05 17:51:51
10.10.10.11,1.1.1.106,UDP,1194,3904,2025-05-06 04:02:27
192.168.1.229,8.8.5.180,TCP,25,2890,2025-05-02 03:24:39
192.168.1.221,172.217.187.3,TCP,143,4148,2025-05-03 03:05:06
10.10.10.11,1.1.1.26,TCP,80,7214,2025-05-01 22:26:17
192.168.1.196,8.8.6.28,TCP,80,4210,2025-05-02 07:28:49
192.168.1.196,8.8.6.118,TCP,8080,1409,2025-05-06 10:06:23
10.10.10.11,172.217.225.129,TCP,53,4783,2025-05-02 07:02:07
192.168.1.72,172.217.145.215,TCP,25,2047,2025-05-03 10:36:05
192.168.1.196,8.8.4.162,TCP,23,3561,2025-05-07 02:09:55
10.10.10.11,8.8.7.97,TCP,443,7833,2025-05-02 09:36:54
192.168.1.59,1.1.1.240,TCP,28932,4485,2025-05-05 01:48:59
10.10.10.10,1.1.1.167,UDP,68,6970,2025-05-07 04:10:06
192.168.1.227,1.1.1.119,UDP,514,1550,2025-05-03 00:43:29
192.168.1.222,8.8.8.224,TCP,110,2036,2025-05-02 21:10:02
10.10.10.10,8.8.5.156,TCP,53,2494,2025-05-07 01:46:13
192.168.1.50,1.1.1.201,TCP,23,780,2025-05-01 03:48:41
10.10.10.11,8.8.4.24,TCP,3389,6334,2025-05-02 13:52:59
192.168.1.98,8.8.5.28,TCP,443,4638,2025-05-01 15:24:02
10.10.10.11,8.8.5.180,UDP,123,3798,2025-05-04 06:26:46
10.10.10.11,8.8.7.179,UDP,36516,3477,2025-05-01 01:04:47
10.10.10.11,172.217.101.83,UDP,53,6846,2025-05-05 02:39:19
10.10.10.11,1.1.1.172,TCP,47315,2976,2025-05-04 17:01:16
192.168.1.68,1.1.1.119,TCP,443,4363,2025-05-02 15:45:39
192.168.1.208,172.217.227.234,TCP,38701,238,2025-05-04 04:03:11
192.168.1.144,1.1.1.222,UDP,69,1276,2025-05-07 14:55:33
10.10.10.10,8.8.8.57,UDP,500,4996,2025-05-02 01:22:18
192.168.1.18,1.1.1.187,UDP,514,1006,2025-05-06 14:46:11
192.168.1.246,1.1.1.2,TCP,143,4913,2025-05-03 07:09:03
192.168.1.237,172.217.129.130,TCP,52313,667,2025-05-02 07:48:35
192.168.1.57,1.1.1.169,UDP,68,563,2025-05-01 16:16:29
192.168.1.109,8.8.6.254,TCP,25,2897,2025-05-06 10:49:48
10.10.10.10,1.1.1.218,UDP,67,8292,2025-05-03 15:05:55
10.10.10.10,8.8.7.179,TCP,25,1731,2025-05-07 21:12:52
192.168.1.36,8.8.5.37,TCP,143,303,2025-05-01 01:21:27
192.168.1.181,8.8.5.110,TCP,21,3558,2025-05-07 06:53:31
192.168.1.9,172.217.129.130,TCP,445,1615,2025-05-02 19:59:35
192.168.1.9,172.217.254.213,TCP,45431,4677,2025-05-02 22:00:49
10.10.10.11,8.8.7.11,UDP,53,5364,2025-05-05 22:44:05
192.168.1.8,172.217.148.70,TCP,57205,1229,2025-05-06 10:52:35
192.168.1.222,1.1.1.238,TCP,443,3389,2025-05-07 16:47:54
10.10.10.11,172.217.245.19,TCP,23,7102,2025-05-07 23:21:18
10.10.10.11,172.217.247.254,TCP,20,5358,2025-05-01 01:18:27
10.10.10.10,8.8.7.54,UDP,67,3476,2025-05-04 10:22:31
10.10.10.11,1.1.1.220,UDP,8192,5766,2025-05-02 04:24:54
192.168.1.138,8.8.5.252,UDP,500,1058,2025-05-06 08:45:16
10.10.10.10,1.1.1.17,UDP,53,1648,2025-05-07 14:33:27
10.10.10.11,172.217.94.154,UDP,43554,2739,2025-05-01 16:11:52
192.168.1.181,172.217.142.71,TCP,20,4992,2025-05-06 10:45:17
10.10.10.11,172.217.17.139,TCP,8080,7184,2025-05-02 16:19:04
192.168.1.187,172.217.15.155,ICMP,0,330,2025-05-04 08:42:31
192.168.1.167,172.217.73.7,TCP,21,4276,2025-05-03 08:15:42
192.168.1.109,172.217.15.155,TCP,8080,2803,2025-05-07 09:01:56
192.168.1.219,8.8.7.228,TCP,143,3849,2025-05-02 01:27:01
192.168.1.221,1.1.1.168,TCP,46148,3783,2025-05-04 10:30:07
10.10.10.10,172.217.217.242,TCP,21127,6259,2025-05-05 13:13:03
192.168.1.167,8.8.4.131,TCP,3389,1169,2025-05-03 19:05:35
10.10.10.11,1.1.1.124,TCP,443,6733,2025-05-03 20:50:45
10.10.10.11,8.8.7.255,UDP,1194,8899,2025-05-06 23:34:52
10.10.10.11,8.8.6.135,TCP,22,1723,2025-05-05 21:35:26
10.10.10.11,8.8.8.110,TCP,40882,1804,2025-05-02 21:04:45
10.10.10.10,172.217.165.64,UDP,514,2680,2025-05-07 01:30:52
192.168.1.152,8.8.6.100,UDP,67,856,2025-05-04 21:19:28
10.10.10.11,172.217.254.213,TCP,443,7273,2025-05-04 08:22:00
192.168.1.40,8.8.8.36,TCP,53,3771,2025-05-03 10:45:59
192.168.1.155,172.217.169.113,TCP,25,3678,2025-05-05 18:43:02
10.10.10.11,8.8.7.206,UDP,53,7765,2025-05-06 01:42:57
192.168.1.253,8.8.5.30,ICMP,0,238,2025-05-06 00:06:08
192.168.1.36,8.8.6.127,UDP,514,115,2025-05-07 19:31:18
192.168.1.72,8.8.4.136,TCP,143,3194,2025-05-02 04:04:40
10.10.10.11,8.8.7.157,TCP,23,7131,2025-05-04 12:05:13
10.10.10.11,1.1.1.47,UDP,12540,3828,2025-05-04 00:33:09
10.10.10.11,172.217.252.188,TCP,53,2061,2025-05-02 20:36:57
192.168.1.164,8.8.7.50,TCP,21,4495,2025-05-02 19:22:10
192.168.1.161,1.1.1.104,UDP,67,857,2025-05-02 13:25:44
10.10.10.10,1.1.1.138,UDP,67,7091,2025-05-03 03:35:30
10.10.10.11,1.1.1.119,UDP,68,7301,2025-05-01 04:36:31
192.168.1.207,8.8.6.100,TCP,8080,1946,2025-05-06 03:33:35
192.168.1.189,8.8.8.198,TCP,63001,1692,2025-05-06 22:01:05
192.168.1.98,8.8.8.81,TCP,22,651,2025-05-05 05:39:33
10.10.10.11,8.8.6.216,UDP,514,2549,2025-05-02 14:41:32
10.10.10.10,8.8.4.97,TCP,48560,7836,2025-05-01 20:35:58
192.168.1.71,8.8.8.172,TCP,39806,1420,2025-05-07 23:06:08
10.10.10.10,8.8.4.136,UDP,514,8246,2025-05-01 04:58:38
10.10.10.11,172.217.63.8,TCP,22,8623,2025-05-05 06:03:02
10.10.10.10,8.8.4.24,TCP,21,7258,2025-05-03 18:43:27
192.168.1.217,8.8.6.153,TCP,22,1663,2025-05-01 09:06:32
192.168.1.26,8.8.6.28,TCP,22,1993,2025-05-04 04:18:45
10.10.10.11,1.1.1.224,UDP,53,8065,2025-05-03 19:56:39
10.10.10.11,1.1.1.20,UDP,123,4023,2025-05-01 21:23:04
192.168.1.181,172.217.124.151,UDP,67,1807,2025-05-01 13:21:58
192.168.1.138,172.217.245.246,TCP,8080,438,2025-05-06 21:17:03
192.168.1.179,1.1.1.221,TCP,8080,658,2025-05-03 15:54:29
192.168.1.187,8.8.5.252,UDP,53,331,2025-05-01 03:06:36
192.168.1.174,8.8.8.198,UDP,500,728,2025-05-01 04:23:19
192.168.1.207,1.1.1.20,UDP,123,1204,2025-05-02 22:55:23
192.168.1.187,1.1.1.55,TCP,20,2026,2025-05-06 12:22:15
10.10.10.10,8.8.5.68,TCP,23,4595,2025-05-05 04:35:27
10.10.10.11,172.217.108.75,UDP,500,3187,2025-05-03 06:24:53
192.168.1.21,172.217.124.151,TCP,25,1544,2025-05-03 09:32:11
10.10.10.10,1.1.1.139,TCP,445,4754,2025-05-01 04:29:04
192.168.1.222,8.8.4.162,TCP,1160,4060,2025-05-03 03:43:18
10.10.10.10,1.1.1.167,UDP,31128,2906,2025-05-03 13:32:14
192.168.1.229,8.8.5.37,TCP,8080,4621,2025-05-07 03:49:55
10.10.10.11,1.1.1.64,UDP,161,8534,2025-05-02 07:59:53
192.168.1.159,8.8.4.230,UDP,14089,1782,2025-05-01 05:56:09
192.168.1.71,8.8.4.115,TCP,47527,2690,2025-05-06 13:15:57
192.168.1.58,1.1.1.14,TCP,20,2918,2025-05-03 12:52:42
10.10.10.11,172.217.135.248,UDP,68,5010,2025-05-06 09:15:19
10.10.10.11,172.217.225.24,TCP,21,4905,2025-05-06 12:42:40
192.168.1.152,8.8.8.172,TCP,110,702,2025-05-07 04:30:30
192.168.1.253,1.1.1.9,TCP,21,3346,2025-05-02 19:12:41
10.10.10.10,172.217.218.76,TCP,445,2882,2025-05-05 11:19:55
10.10.10.11,1.1.1.132,TCP,110,3661,2025-05-07 18:59:07
10.10.10.10,172.217.62.138,UDP,53,4774,2025-05-04 08:30:39
10.10.10.11,1.1.1.111,UDP,67,4787,2025-05-01 10:46:42
10.10.10.10,172.217.17.139,TCP,21,3431,2025-05-06 00:17:12
10.10.10.10,1.1.1.6,TCP,8080,3855,2025-05-07 01:45:52
10.10.10.11,1.1.1.16,TCP,443,8188,2025-05-03 02:24:15
10.10.10.11,8.8.5.37,UDP,69,4502,2025-05-01 22:14:23
10.10.10.11,172.217.80.111,TCP,110,5712,2025-05-01 19:18:49
192.168.1.7,172.217.108.75,TCP,23,2387,2025-05-07 15:58:18
10.10.10.11,172.217.33.130,TCP,42037,2162,2025-05-03 19:37:07
192.168.1.51,8.8.7.11,TCP,8080,4670,2025-05-04 13:55:07
10.10.10.11,8.8.8.81,TCP,8080,7406,2025-05-04 02:40:03
192.168.1.25,172.217.54.146,ICMP,0,414,2025-05-03 14:34:07
10.10.10.10,8.8.4.187,TCP,3389,2445,2025-05-05 22:25:21
192.168.1.109,8.8.4.235,ICMP,0,441,2025-05-07 20:38:08
192.168.1.57,8.8.5.30,TCP,143,2011,2025-05-03 06:52:49
192.168.1.68,1.1.1.142,UDP,123,468,2025-05-03 02:32:06
10.10.10.10,172.217.77.114,TCP,36653,8745,2025-05-01 21:36:15
10.10.10.11,8.8.7.50,TCP,8080,5396,2025-05-04 01:50:12
192.168.1.23,172.217.72.245,UDP,53,251,2025-05-07 10:30:51
10.10.10.11,172.217.12.215,TCP,143,5200,2025-05-03 01:36:53
192.168.1.40,1.1.1.201,TCP,110,4218,2025-05-06 14:13:34
10.10.10.11,1.1.1.240,UDP,67,2760,2025-05-03 03:00:31
10.10.10.11,8.8.4.147,UDP,68,6129,2025-05-06 11:03:40
10.10.10.11,1.1.1.142,UDP,500,7302,2025-05-06 14:18:05
10.10.10.11,172.217.33.130,TCP,20683,3659,2025-05-01 06:01:08
10.10.10.11,8.8.5.95,UDP,514,4908,2025-05-02 04:11:02
192.168.1.152,172.217.62.138,TCP,20,2407,2025-05-07 23:50:38
10.10.10.10,1.1.1.57,TCP,21,3865,2025-05-01 17:58:29
10.10.10.10,1.1.1.18,TCP,34872,8049,2025-05-04 18:21:26
10.10.10.11,172.217.130.2,TCP,8080,8377,2025-05-03 18:51:23
192.168.1.253,8.8.5.178,TCP,3389,2171,2025-05-03 01:44:31
192.168.1.237,8.8.6.216,TCP,445,1269,2025-05-01 04:11:03
10.10.10.11,1.1.1.252,TCP,443,6935,2025-05-06 06:13:12
10.10.10.11,1.1.1.148,TCP,443,4020,2025-05-06 07:55:53
192.168.1.32,8.8.5.178,UDP,53,870,2025-05-07 17:57:51
10.10.10.11,8.8.7.191,TCP,27399,1580,2025-05-01 08:32:35
10.10.10.10,8.8.5.238,TCP,62600,5632,2025-05-02 06:56:09
10.10.10.11,172.217.67.229,TCP,3389,5514,2025-05-02 17:19:30
10.10.10.10,8.8.7.255,UDP,68,4222,2025-05-04 03:36:08
10.10.10.10,172.217.107.83,TCP,445,4303,2025-05-05 00:06:15
10.10.10.10,1.1.1.16,TCP,25,7003,2025-05-04 02:53:01
10.10.10.11,8.8.6.153,TCP,445,7446,2025-05-02 02:15:46
10.10.10.11,172.217.178.84,UDP,1194,4267,2025-05-04 06:09:59
192.168.1.24,8.8.6.133,TCP,22,1119,2025-05-05 12:59:53
10.10.10.11,172.217.171.116,UDP,53,3454,2025-05-07 05:38:17
192.168.1.25,172.217.247.254,UDP,3750,1620,2025-05-06 08:33:26
10.10.10.11,8.8.8.63,TCP,8064,2891,2025-05-05 05:55:01
192.168.1.118,172.217.247.254,TCP,143,302,2025-05-05 03:53:29
10.10.10.11,8.8.8.76,TCP,22,7321,2025-05-07 10:34:55
10.10.10.10,1.1.1.221,UDP,7920,8244,2025-05-07 17:14:01
10.10.10.11,1.1.1.109,TCP,23,3509,2025-05-04 23:04:12
192.168.1.140,1.1.1.20,TCP,53,2619,2025-05-06 09:31:12
192.168.1.151,1.1.1.13,TCP,80,3586,2025-05-03 21:29:24
